idmonitoreodiario,fechamonitoreo,clavesih,nombreoficial,nombrecomun,estado,nommunicipio,regioncna,latitud,longitud,uso,corriente,tipovertedor,inicioop,elevcorona,bordolibre,nameelev,namealmac,namoelev,namoalmac,alturacortina,elevacionactual,almacenaactual,llenano
2186606,2024-01-01,CPRNL,"José López Portillo, N.L.","Cerro Prieto, N.L.",Nuevo León,Linares,Río Bravo,24.9375,-99.399722,AP,A. Pablillo - Hualauises,Contr,,,2.5,285.5,393.0,282.52,300.0,,266.03,33.813,0.11271
2186450,2024-01-01,TENPB,"Tenango, Pue.","Tenango, Pue.",Puebla,Huauchinango,Golfo Centro,20.199444,-97.983333,GH,R. Coacuila,Libre,,,2.0,1351.4,46.576,1345.6,28.479,,1341.09,17.411,0.611362758523824
2186451,2024-01-01,NEXPB,"Nexapa, Pue.","Nexapa, Pue.",Puebla,Tlaola,Golfo Centro,20.168333,-97.984722,GH,R. Nexapa,Libre,,,1.0,1362.35,15.313,1360.0,12.5,,1360.07,12.597,1.00776
2186452,2024-01-01,LLAHD,"La Laguna, Hgo.","Tejocotal, Pue.",Hidalgo,Acaxochitlán,Golfo Centro,20.135556,-98.128333,RI,A. Huitzilin,Libre,,,1.0,2184.5,49.227,2183.0,40.638,,2175.57,6.77,0.16659284413603
2186453,2024-01-01,LREHD,"Los Reyes, Hgo.","Omiltepec, Pue.",Hidalgo,Acaxochitlán,Golfo Centro,20.174722,-98.131944,RI,R. Omiltepec,Libre,,,1.5,2167.0,29.263,2165.0,24.031,,2157.22,7.342,0.305522034039365
2186454,2024-01-01,SOLPB,"La Soledad, Pue.","La Soledad, Pue.",Puebla,Tlatlauquitepec,Golfo Centro,19.960833,-97.446667,GH,R. Apulco y Xiucayucan,Contr,,,1.5,805.0,14.98,804.5,13.9,,800.33,6.785,0.48812949640287706
2186455,2024-01-01,PEMVC,"El Moralillo, Ver.",Piedra Labrada,Veracruz de Ignacio de la Llav,Tepetzintla,Golfo Centro,21.184444,-97.814444,AP,Río Buenavista,Libre,,,0.0,115.94,8.126,110.78,2.5,,110.88,2.567,1.0268
2186456,2024-01-01,TEMOX,"Presidente Alemán, Oax.","Temascal, Oax.",Oaxaca,San Miguel Soyaltepec,Golfo Centro,18.232222,-96.412222,GH,R. Papaloapan,Contr,,,3.5,68.5,9105.54,66.5,8119.09,,60.38,5452.44,0.671558019433212
2186457,2024-01-01,CDOOX,"Miguel de la Madrid Hurtado, Oax.","Cerro de Oro, Oax.",Oaxaca,San Lucas Ojitlán,Golfo Centro,17.999167,-96.263611,CA,R. Papaloapan,Contr,,,2.8,70.01,3547.16,64.86,2599.51,,60.55,1921.76,0.7392777869675431
2186458,2024-01-01,LDCVC,"Canseco, Ver.","Laguna de Catemaco, Ver.",Veracruz de Ignacio de la Llav,Catemaco,Golfo Centro,18.415833,-95.118333,GH,R. Grande,Contr,,,1.0,333.5,552.7,332.7,493.02,,332.72,494.492,1.00298568009411
2186459,2024-01-01,LCAVC,"La Cangrejera, Ver.","La Crangrejera, Ver.",Veracruz de Ignacio de la Llav,Coatzacoalcos,Golfo Centro,18.109444,-94.330833,AP,R. Teapa,Libre,,,2.22,21.64999962,31.60000038,21.25,28.53700066,,20.76,25.055,0.8779829491723461
2186460,2024-01-01,PJMTP,"Pedro José Méndez, Tamps.","Pedro J. Méndez, Tamps.",Tamaulipas,Hidalgo,Golfo Norte,24.2475,-99.555833,RI,R. San Juan,Libre,,,3.60001,449.3999939,38.36000061,447.2200012,31.26000023,,434.94,6.84,0.218809979196215
2186461,2024-01-01,VGRTP,"Vicente Guerrero, Tamps.","Las Adjuntas, Tamps.",Tamaulipas,Padilla,Golfo Norte,23.959444,-98.666389,AP/RI,R. Soto La Marina,Contr,,,4.12001,144.0399933,5498.22998,140.44,3910.69,,125.84,386.68,0.09887769166055001
2186462,2024-01-01,RSPTP,"República Española, Tamps.","Real Viejo o El Sombrero, Tamps.",Tamaulipas,Aldama,Golfo Norte,23.259444,-97.991944,AP,A. San Pedro,Libre,,,2.5700000000000003,89.43000031,105.9899979,83.0,54.77999878,,75.03,9.099,0.16610077040239
2186463,2024-01-01,JLPQT,"Jalpan, Qro.",Jalpan,Querétaro,Jalpan de Serra,Golfo Norte,21.230278,-99.479722,RI/AP,Río Jalpan,Libre,,,0.0,784.55,11.2,780.55,8.0,,770.13,2.3890000000000002,0.298625
2186464,2024-01-01,TIESL,"La Muñeca, S.L.P.","La Muñeca, S.L.P.",San Luis Potosí,Tierra Nueva,Golfo Norte,21.629444,-100.548333,AP,R. Jofre,Libre,,,2.0,1841.75,31.0,1837.699951,24.14,,1826.99,6.49,0.268848384424192
2186465,2024-01-01,ZMPHD,"Ing. Fernando Hiriart Balderrama, Hgo.","Zimapán, Hgo.",Hidalgo,Zimapán,Golfo Norte,20.663333,-99.501111,GH,R. Moctezuma,Contr,,,2.0,1563.0,1460.0,1560.0,1390.0,,1543.64,1104.11,0.794323741007194
2186466,2024-01-01,CHYVC,"Paso de Piedras, Ver.","Chicayán, Ver.",Veracruz de Ignacio de la Llav,Pánuco,Golfo Norte,21.7375,-98.155833,RI,R. Chicayán,Contr,,,3.9699999999999998,28.28,572.32,23.64,249.97,,19.15,77.368,0.309509141096931
2186467,2024-01-01,ERCTP,"Estudiante Ramiro Caballero Dorantes, Tamps.","Las Animas, Tamps.",Tamaulipas,González,Golfo Norte,22.605,-98.691667,AP/RI,A. Las Animas,Libre,,,2.45,52.55,654.37,51.7,563.443,,43.82,92.022,0.163320868304336
2186468,2024-01-01,SLZTP,"Lic. Emilio Portes Gil, Tamps.","San Lorenzo, Tamps.",Tamaulipas,Xicoténcatl,Golfo Norte,22.943889,-98.791389,AP/RI,A. El Sargento,Libre,,,1.1,123.9000015,255.65,122.9499969,230.78,,110.66,62.389,0.27033971747985
2186469,2024-01-01,IDFQT,"San Ildefonso, Qro.","El Tepozán, Qro.",Querétaro,Amealco de Bonfil,Golfo Norte,20.198611,-99.9625,RI,R. San Juan,Libre,,,1.87,2242.5,58.026,2239.0,47.812,,2212.65,1.677,0.035074876600016
2186470,2024-01-01,CNSQT,"Constitución de 1917, Qro.","Hidalgo, Qro.",Querétaro,San Juan del Río,Golfo Norte,20.418611,-100.080278,RI,Dren Caracol,Contr,,,1.5500500000000001,1928.39,76.461,1927.06,66.08,,1912.05,1.737,0.026286319612590002
2186471,2024-01-01,VNTQT,"La Venta, Qro.","La Venta, Qro.",Querétaro,Pedro Escobedo,Golfo Norte,20.498611,-100.190556,RI,Dren Culebra,Libre,,,0.619946,1907.680054,3.77699995,1906.680054,2.479000092,,1904.0,0.0,0.0
2186472,2024-01-01,LLAQT,"La Llave, Qro.","Divino Redentor, Qro.",Querétaro,San Juan del Río,Golfo Norte,20.461944,-99.994722,RI,Dren Culebra,Libre,,,0.0500244,1891.099976,14.41399956,1890.0,9.312000275,,1887.5,0.0,0.0
2186473,2024-01-01,CNTQT,"El Centenario, Qro.","El Centenario, Qro.",Querétaro,Tequisquiapan,Golfo Norte,20.513333,-99.897778,RI,R. San Juan,Mixto,,,0.5100100000000001,1882.5,14.178,1881.55,9.781,,1876.86,0.725,0.07412330027604501
2186474,2024-01-01,PNDMX,"Ñadó, Méx.","Ñadó, Méx.",Estado de México,Aculco,Aguas del Valle de México,20.038611,-99.864444,RI,R. Ã‘adó,Libre,,,2.0,2475.5,18.5,2474.0,16.79999924,,2460.25,4.925,0.29315477516652505
2186475,2024-01-01,HPNMX,"Huapango, Méx.","Huapango, Méx.",Estado de México,Timilpan,Aguas del Valle de México,20.046389,-99.696944,RI,R. Huapango,Libre,,,0.199951,2512.8,126.5,2512.65,121.3,,2508.03,5.13,0.042291838417147
2186476,2024-01-01,PMNMX,"El Molino, Méx.","El Molino, Méx.",Estado de México,Aculco,Aguas del Valle de México,20.124167,-99.739722,RI,A. Zarco,Libre,,,0.0,2385.09,8.7,2384.39,7.686,,2379.05,0.985,0.12815508717148
2186477,2024-01-01,PERHD,"La Esperanza, Hgo.","La Esperanza, Hgo.",Hidalgo,Cuautepec de Hinojosa,Golfo Norte,20.0575,-98.334722,RI,R. Santa María,Libre,,,0.999902,2209.600098,4.199999809,2207.699951,3.920000076,,2207.7,3.92,0.999999980612245
2186478,2024-01-01,DNXMX,"Danxho, Méx.","Danxho, Méx.",Estado de México,Jilotepec,Aguas del Valle de México,19.884722,-99.559722,RI,R. Coscomate,Libre,,,0.47011699999999995,2455.13,32.67,2454.0,31.046,,2448.4,11.92,0.383946402112993
2186479,2024-01-01,SBBMX,"José Antonio Alzate, Méx.","San Bernabé, Méx.",Estado de México,Temoaya,Lerma-Santiago-Pacífico,19.465833,-99.704722,RI,R. Lerma,Libre,,,1.5800800000000002,2566.919922,52.50899887,2565.5,35.31200027,,2560.4,5.704,0.16153148947628201
2186510,2024-01-01,IALGJ,"Ignacio Allende, Gto.","La Begoña, Gto.",Guanajuato,San Miguel de Allende,Lerma-Santiago-Pacífico,20.848056,-100.825833,RI,R. de la Laja,Contr,,,2.04998,1833.33,241.41,1830.75,170.79,,1821.32,24.836,0.145418350020493
2186511,2024-01-01,PNLGJ,"Peñuelitas, Gto.","Peñuelitas, Gto.",Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,Lerma-Santiago-Pacífico,21.105,-100.878333,RI,R. De la Erre,Libre,,,0.91,1907.29,30.169,1904.7,17.46,,1897.39,0.271,0.015521191294387001
2186512,2024-01-01,SRSJL,"Manuel M. Diéguez, Jal.","Santa Rosa, Jal.",Jalisco,Amatitán,Lerma-Santiago-Pacífico,20.908889,-103.705556,GH,R. Santiago,Contr,,,0.5,748.0,418.0,746.46,393.36,,740.85,332.65,0.8456630058979051
2186513,2024-01-01,ESLJL,"El Salto, Jal.","El Salto, Jal.",Jalisco,Valle de Guadalupe,Lerma-Santiago-Pacífico,21.037222,-102.705,AP,R. El Salto,Libre,,,2.0,1812.5,118.54,1810.160034,85.0,,1809.48,78.951,0.9288352941176471
2186514,2024-01-01,SA1JL,"La Sauceda, Jal.","Garabatillos, Jal.",Jalisco,Lagos de Moreno,Lerma-Santiago-Pacífico,21.359167,-101.835556,RI,R. La Sauceda,Libre,,,1.96997,1921.030029,21.5,1918.900024,16.0,,1912.28,4.48,0.28
2186515,2024-01-01,ANVAG,"Cincuenta Aniversario, Ags.",San José de Gracia,Aguascalientes,San José de Gracia,Lerma-Santiago-Pacífico,22.188611,-102.464167,AP/RI,Río Blanco,Libre,,,0.0,2088.57,5.039,2086.0,4.1,,2073.5,1.425,0.347560975609756
2186516,2024-01-01,PTRAG,"Derivadora Pabellón, Ags.","Derecha Potrerillos, Ags.",Aguascalientes,Rincón de Romos,Lerma-Santiago-Pacífico,22.235,-102.4375,RI,R. San Pedro,Libre,,,0.0,2093.0,2.099999905,2092.600098,2.0380001070000002,,2086.73,1.258,0.617271802724198
2186517,2024-01-01,PECAG,"Plutarco Elías Calles, Ags.","Calles, Ags.",Aguascalientes,San José de Gracia,Lerma-Santiago-Pacífico,22.141111,-102.417222,AP/RI,R. Santiago,Libre,,,0.6000000000000001,2022.0,407.438,2020.0,358.121,,1998.88,42.491,0.11864984181324101
2186518,2024-01-01,JCQAG,"Jocoque, Ags.","Derecha Jocoque, Ags.",Aguascalientes,San José de Gracia,Lerma-Santiago-Pacífico,22.121667,-102.356944,RI,R. San Pedro,Libre,,,1.5499800000000001,1943.400024,11.39999962,1942.449951,10.97500038,,1940.61,9.697,0.883553500159423
2186519,2024-01-01,ABRAG,"Abelardo L. Rodríguez, Ags.","Abelardo L. Rodríguez, Ags.",Aguascalientes,Jesús María,Lerma-Santiago-Pacífico,21.916944,-102.427778,RI,R. Morcinique,Libre,,,1.47,1890.0,18.816,1888.88,15.997,,1882.69,5.298,0.331187097580796
2186520,2024-01-01,NGRAG,"El Niágara, Ags.","El Niágara, Ags.",Aguascalientes,Aguascalientes,Lerma-Santiago-Pacífico,21.78,-102.371667,RI,R. Aguascalientes,Libre,,,0.599976,1832.400024,31.69499969,1828.400024,16.18799973,,1828.41,16.217,1.00179146716603
2186521,2024-01-01,CRTJL,"El Cuarenta, Jal.","El Cuarenta, Jal.",Jalisco,Lagos de Moreno,Lerma-Santiago-Pacífico,21.497778,-101.7375,RI,A. Azul,Libre,,,2.05005,2001.949951,38.95999908,1998.75,30.625,,1985.8,5.5600000000000005,0.181551020408163
2186522,2024-01-01,ESTJL,"El Estribón, Jal.","El Estribón, Jal.",Jalisco,Yahualica de González Gallo,Lerma-Santiago-Pacífico,21.185556,-102.900556,RI,A. Las Pilas,Libre,,,1.08997,1881.410034,7.739999771,1880.0,6.377999783,,1878.15,5.048,0.7914707073924651
2186523,2024-01-01,PMOZC,"Los Moraleños, Zac.",Moraleños,Zacatecas,Jalpa,Lerma-Santiago-Pacífico,21.711111,-102.903611,RI,Río Calvillo,Libre,,,0.0,1322.93,26.07,1318.96,20.932,,1311.57,9.967,0.47616090196827804
2186524,2024-01-01,PALZC,"Palomas, Zac.","Palomas, Zac.",Zacatecas,Villanueva,Lerma-Santiago-Pacífico,22.347778,-102.798056,RI,R. Palomas,Libre,,,0.8600200000000001,1907.47998,8.761,1904.25,4.62,,1902.51,2.998,0.648917748917749
2186525,2024-01-01,TAYZC,"Ing. Julián Adame Alatorre, Zac.","Tayahua, Zac.",Zacatecas,Villanueva,Lerma-Santiago-Pacífico,22.120556,-102.864167,RI,R. Juchipila,Libre,,,0.289966,1701.410034,50.3769989,1696.01001,31.59799957,,1689.84,16.799,0.531647579866082
2186526,2024-01-01,CHIZC,"El Chique, Zac.","El Chique, Zac.",Zacatecas,Tabasco,Lerma-Santiago-Pacífico,21.997222,-102.896111,RI,R. Juchipila,Libre,,,2.00002,1586.47998,192.5670013,1580.180054,138.9089966,,1570.37,73.995,0.532686879979953
2186527,2024-01-01,CDRAG,"La Codorniz, Ags.","La Codorniz, Ags.",Aguascalientes,Calvillo,Lerma-Santiago-Pacífico,21.9975,-102.676944,RI,R. De La Labor,Libre,,,2.23999,1837.76001,6.527999878,1836.0,5.366000175,,1822.8,0.492,0.091688405507739
2186528,2024-01-01,MNLAG,"Media Luna, Ags.","Media Luna, Ags.",Aguascalientes,Calvillo,Lerma-Santiago-Pacífico,21.8075,-102.788333,RI,R. Calvillo,Libre,,,2.14004,1621.959961,21.19599915,1619.199951,15.0,,1609.59,2.672,0.178133333333333
2186529,2024-01-01,CUQJL,"Cuquío, Jal.","Los Gigantes, Jal.",Jalisco,Cuquío,Lerma-Santiago-Pacífico,20.948056,-103.039444,RI,A. Achichilco,Libre,,,1.9200400000000002,1806.579956,8.850000381000001,1805.5,7.5,,1802.7,4.325,0.576666666666666
2186530,2024-01-01,REDJL,"La Red, Jal.","La Red, Jal.",Jalisco,Acatic,Lerma-Santiago-Pacífico,20.718889,-102.815278,RI,R. Calderón,Libre,,,1.8000500000000001,1794.699951,18.29999924,1792.5,14.25,,1787.04,6.008,0.42161403508771905
2186531,2024-01-01,EGCJL,"Ing. Elías González Chávez, Jal.","Puente Calderón, Jal.",Jalisco,Zapotlanejo,Lerma-Santiago-Pacífico,20.681389,-102.976111,AP,R. Calderón,Libre,,,2.0,1620.0,100.0,1618.0,80.0,,1610.74,28.197,0.35246249999999996
2186532,2024-01-01,AGMNR,"Aguamilpa Solidaridad, Nay.","Aguamilpa, Nay.",Nayarit,Tepic,Lerma-Santiago-Pacífico,21.839167,-104.802222,GH,R. Santiago,Contr,,,3.0,232.0,6950.0,222.0,5785.16,,203.74,3991.378,0.6899338998402811
2186533,2024-01-01,CJNNR,"Leonardo Rodríguez Alcaine, Nay.","Leonardo Rodríguez Alcáine, Nay.",Nayarit,Santa María del Oro,Lerma-Santiago-Pacífico,21.428333,-104.450833,GH,R. Santiago,Contr,,,0.5,394.0,2393.11,391.0,2282.13,,371.02,1583.671,0.693944253833041
2186534,2024-01-01,RSRNR,"San Rafael, Nay.",San Rafael,Nayarit,Tepic,Lerma-Santiago-Pacífico,21.780833,-104.8875,RI/GH,Río Grande de Santiago,Contr,,,0.0,66.1,35.591,63.41,26.179,,62.36,22.955,0.8768478551510751
2186535,2024-01-01,PLYJL,"Ing. Alfredo Elías Ayub, Jal.","La Yesca, Jal.",Nayarit,Hostotipaquillo,Lerma-Santiago-Pacífico,21.196944,-104.105833,GH,R. Santiago,Contr,,,1.0,578.0,2392.88,575.0,2292.92,,544.37,1442.91,0.629289290511662
2186536,2024-01-01,STEZC,"Independencia Nacional, Zac.",Santa Teresa,Zacatecas,Monte Escobedo,Lerma-Santiago-Pacífico,22.326667,-103.495833,RI,Arroyo Santa Teresa,Libre,,,0.0,1949.33,13.944,1946.0,9.172,,1942.91,5.686,0.619930222416048
2186537,2024-01-01,LOBZC,"Manuel Felgueres, Zac.","Lobatos, Zac.",Zacatecas,Valparaíso,Lerma-Santiago-Pacífico,22.845278,-103.382778,RI,R. Cuevecillas,Libre,,,2.12007,2080.179932,9.43500042,2077.050049,6.90500021,,2073.74,4.802,0.6954380671916011
2186598,2024-01-01,PSANL,"Salinillas, N.L.","Salinillas, N.L.",Nuevo León,Anáhuac,Río Bravo,27.429167,-100.372222,RI,R. Salado,Libre,,,0.0,232.0,19.01099968,232.0,19.01099968,,229.49,8.273,0.43516911994393304
2186568,2024-01-01,JORSI,"Josefa Ortiz de Domínguez, Sin.","El Sabino, Sin.",Sinaloa,El Fuerte,Pacífico Norte,26.426944,-108.7025,AP/RI,A. Alamos,Contr,,,2.93,112.6500015,685.11,109.5,519.28,,104.04,285.26,0.549337544292096
2186569,2024-01-01,GDOSI,"Gustavo Díaz Ordaz, Sin.","Bacurato, Sin.",Sinaloa,Sinaloa,Pacífico Norte,25.856667,-107.911111,AP/GH/RI,R. Sinaloa,Contr,,,3.5,252.5,2687.074,237.06,1618.751,,218.6,731.573,0.45193670922828705
2186570,2024-01-01,GBESI,"Ing. Guillermo Blake Aguilar, Sin.","El Sabinal, Sin.",Sinaloa,Sinaloa,Pacífico Norte,26.103056,-108.3275,AP/RI,A. Ocoroni,Libre,,,4.59,196.6100006,469.2,188.4499969,294.578,,178.71,151.023,0.512675759900603
2186571,2024-01-01,EBLSI,"Lic. Eustaquio Buelna, Sin.","Guamúchil, Sin.",Sinaloa,Salvador Alvarado,Pacífico Norte,25.484722,-108.065556,AP/RI,R. Mocorito,Contr,,,2.35,68.84999847,264.9500122,63.54,80.08,,60.39,30.057,0.375337162837162
2186572,2024-01-01,ALMSI,"Adolfo López Mateos, Sin.","El Humaya o El Varejonal, Sin.",Sinaloa,Badiraguato,Pacífico Norte,25.101389,-107.388333,AP/RI,R. Humaya,Libre,,,3.02,183.4799957,4034.52002,176.0,3086.610107,,149.48,844.995,0.27376149585063203
2186573,2024-01-01,JGRSI,"Juan Guerrero Alcocer, Sin.","Vinoramas, Sin.",Sinaloa,Culiacán,Pacífico Norte,24.753611,-107.059444,RI,A. El Bledal,Libre,,,2.02,176.2799988,102.0,168.5,54.684,,152.68,7.583,0.13866944627313202
2186574,2024-01-01,SNLSI,"Sanalona, Sin.","Sanalona, Sin.",Sinaloa,Culiacán,Pacífico Norte,24.815,-107.151389,AP/GH/RI,R. Tamazula,Libre,,,2.83,162.17,987.522,156.2,687.988,,147.05,352.642,0.512569986685814
2186575,2024-01-01,JLPSI,"José López Portillo, Sin.","Comedero, Sin.",Sinaloa,Cosalá,Pacífico Norte,24.571667,-106.807222,AP/GH/RI,R. San Lorenzo,Contr,,,4.54999,286.9500122,3966.169922,272.16,2580.19,,232.59,537.4,0.20827923525011702
2186576,2024-01-01,CBRDR,"Caboraca, Dgo.","Canoas, Dgo.",Durango,Canatlán,Pacífico Norte,24.538333,-104.810278,RI,R. La Sauceda,Libre,,,2.46997,2001.280029,57.88000107,1998.25,45.0,,1992.58,24.845,0.552111111111111
2186577,2024-01-01,PAGDR,"Peña del Aguila, Dgo.","Peña Del Aguila, Dgo.",Durango,Durango,Pacífico Norte,24.203889,-104.656667,RI,R. La Sauceda,Libre,,,1.5299800000000001,1895.27002,54.902,1892.5,27.948,,1887.55,5.313,0.19010304851867701
2186578,2024-01-01,GVCDR,"Presidente Guadalupe Victoria, Dgo.","El Tunal, Dgo.",Durango,Durango,Pacífico Norte,23.961111,-104.753056,RI,R. Tunal,Mixto,,,1.69,1934.61,94.617,1931.0,78.06,,1920.44,39.021,0.49988470407378904
2186579,2024-01-01,SBYDR,"Santiago Bayacora, Dgo.","Santiago Bayacora, Dgo.",Durango,Durango,Pacífico Norte,23.874444,-104.675833,RI,R. Santiago Bayacora,Libre,,,0.810059,1965.939941,169.8690033,1959.01001,130.0469971,,1952.34,98.577,0.7580105823143221
2186580,2024-01-01,FVLDR,"Francisco Villa, Dgo.","El Bosque, Dgo.",Durango,Poanas,Pacífico Norte,24.001667,-103.960833,RI,R. Poanas,Libre,,,2.5700000000000003,1996.130005,96.56999969,1993.0,73.26000214,,1989.23,50.567,0.6902402200776131
2186581,2024-01-01,SLTSI,"Ing. Aurelio Benassini Vizcaíno, Sin.","El Salto o Elota, Sin.",Sinaloa,Elota,Pacífico Norte,24.121944,-106.695833,RI,R. Elota,Libre,,,2.46,164.6399994,815.592,154.5,403.9,,146.85,216.31,0.535553354790789
2186582,2024-01-01,SELDR,"Santa Elena, Dgo.","Santa Elena, Dgo.",Durango,Súchil,Pacífico Norte,23.623056,-104.054444,RI,R. Graseros,Libre,,,1.14001,2001.61,18.766,1999.8,15.08,,1989.99,2.364,0.156763925729442
2186583,2024-01-01,RMEGR,"Revolución Mexicana, Gro.","El Guineo, Gro.",Guerrero,Ayutla de los Libres,Pacífico Sur,16.823611,-99.166111,RI,R. Nexpa,Libre,,,3.11,107.5899963,259.502,94.40000153,126.694,,94.44,127.009,1.00248630558668
2186584,2024-01-01,JDMOX,"Presidente Benito Juárez, Oax.","Bordo Benito Juárez, Oax.",Oaxaca,Santa María Jalapa del Marqués,Pacífico Sur,16.445556,-95.397778,RI,R. Tehuantepec,Libre,,,2.64999,139.8500061,1726.747,124.25,720.317,,116.36,403.86,0.56066981620592
2186585,2024-01-01,LBQCH,"La Boquilla, Chih.","Lago de Toronto, Chih.",Chihuahua,San Francisco de Conchos,Río Bravo,27.544722,-105.414167,GH/RI,R. Conchos,Libre,,,2.90002,1319.1,3192.75,1317.0,2846.78,,1302.89,1106.562,0.38870653861555804
2186586,2024-01-01,SGBDR,"San Gabriel, Dgo.","San Gabriel, Dgo.",Durango,Ocampo,Río Bravo,26.436667,-105.560833,RI,R. Florido,Libre,,,2.20999,1783.390015,377.3380127,1777.900024,245.4309998,,1771.69,136.733,0.557113812482623
2186587,2024-01-01,PAGCH,"Pico del Aguila, Chih.","Pico Del Aguila, Chih.",Chihuahua,Coronado,Río Bravo,26.546389,-105.254167,RI,R. Florido,Libre,,,2.5,1619.0,59.843,1616.900024,48.276,,1610.6,21.225,0.439659458115833
2186588,2024-01-01,FIMCH,"Las Vírgenes, Chih.","Francisco I. Madero, Chih.",Chihuahua,Rosales,Río Bravo,28.166111,-105.628889,RI,R. San Pedro,Libre,,,1.23994,1242.560059,477.6220093,1239.3,333.32,,1230.33,109.419,0.32827013080523204
2186589,2024-01-01,LLNCH,"El Granero, Chih.","Ing. Luis L. León, Chih.",Chihuahua,Aldama,Río Bravo,28.984444,-105.28,RI,R. Conchos,Contr,,,2.5,1050.5,824.76181,1034.8,284.382,,1033.75,261.323,0.918915402521959
2186590,2024-01-01,CHUCH,"Chihuahua, Chih.","Chihuahua, Chih.",Chihuahua,Chihuahua,Río Bravo,28.570556,-106.167778,AP,R.Â Chuviscar,Libre,,,1.71997,1544.280029,35.63100052,1540.819946,23.38299942,,1537.31,14.33,0.6128384020633051
2186591,2024-01-01,ERECH,"El Rejón, Chih.","El Rejón, Chih.",Chihuahua,Chihuahua,Río Bravo,28.614722,-106.119444,AP,A. El Rejón,Libre,,,1.48005,1478.319946,7.7550001139999996,1477.0,6.5280000000000005,,1476.04,5.719,0.8760723039215681
2186592,2024-01-01,PAZCH,"Piedras Azules, Chih.",,Chihuahua,Allende,Río Bravo,27.249167,-105.211111,RI,Río Parral,Libre,,,0.0,1998.42,13.194,1996.5,8.712,,1995.2,6.25,0.717401285583103
2186593,2024-01-01,CILAAMSMX,"Internacional La Amistad, Coah.","La Amistad, Coah.",Coahuila de Zaragoza,Acuña,Río Bravo,29.446944,-101.057222,AP/RI,R. Bravo,Contr,,,0.0,349.03,2707.437,340.46,1769.66,,323.6,502.709,0.284070951482205
2186594,2024-01-01,CNTCL,"El Centenario, Coah.","El Centenario, Coah.",Coahuila de Zaragoza,Jiménez,Río Bravo,29.213611,-100.95,RI,R. San Diego,Libre,,,1.62,336.3800049,25.711,336.1499939,24.5890007,,335.28,20.668,0.8405384282249421
2186595,2024-01-01,SMGCL,"San Miguel, Coah.","San Miguel, Coah.",Coahuila de Zaragoza,Jiménez,Río Bravo,29.034167,-100.953889,AP/RI,R. San Diego,Libre,,,1.54001,341.9599915,22.19300079,341.7399902,21.16799927,,341.55,20.29,0.958522330863629
2186596,2024-01-01,LFGCL,"La Fragua, Coah.","La Fragua, Coah",Coahuila de Zaragoza,Jiménez,Río Bravo,28.82,-100.832222,RI,R. San Rodrigo,Libre,,,2.00001,303.96,85.37999725,300.2999878,47.29499817,,298.16,31.66,0.669415397505659
2186597,2024-01-01,CILAFLCMX,"Internacional Falcón, Tamps.","Falcón, Tamps.",Tamaulipas,Guerrero,Río Bravo,26.560278,-99.170556,AP/RI,R. Bravo,Contr,,,0.0,93.482,1607.962,91.81,1351.63,,79.65,257.655,0.190625393043954
2186422,2024-01-01,ECAGR,"Ing. Carlos Ramírez Ulloa, Gro.","El Caracol, Gro.",Guerrero,General Heliodoro Castillo,Balsas,17.947778,-99.995556,GH,R. Balsas,Contr,,,2.4,523.6,1183.23,521.0,1057.29,,509.57,651.137,0.6158546850911291
2186423,2024-01-01,LOLMC,"Los Olivos, Mich.","Los Olivos, Mich.",Michoacán de Ocampo,Tepalcatepec,Balsas,19.210833,-102.865556,RI,Los Otates,Libre,,,2.0,421.0,16.27099991,418.0,10.26200008,,416.96,8.661,0.8439875202183781
2186424,2024-01-01,SJUMC,"San Juanico, Mich.","La Laguna, Mich.",Michoacán de Ocampo,Cotija,Balsas,19.839444,-102.651389,RI,R. Cotija,Libre,,,0.0,1604.56,71.69,1603.86,60.545,,1601.91,36.401,0.601222231398133
2186425,2024-01-01,CHLMC,"Constitución de Apatzingán, Jal.","Chilatán, Jal.",Jalisco,Jilotlán de los Dolores,Balsas,19.287778,-102.774167,RI,R. Grande,Libre,,,2.32001,437.6799927,807.1500244,429.4500122,590.0250244,,418.51,373.528,0.633071453841882
2186426,2024-01-01,ZICMC,"Zicuirán, Mich.","La Peña, Mich.",Michoacán de Ocampo,La Huacana,Balsas,18.921111,-101.931944,RI,R. Zicuirán,Libre,,,1.31,301.4400024,47.48500061,299.0,36.29399872,,297.94,32.057,0.8832589720221381
2186427,2024-01-01,INFMC,"Infiernillo, Mich.","Infiernillo, Mich.",Guerrero,Arteaga,Balsas,18.266666999999998,-101.883333,GH,R. Balsas,Contr,,,0.8,183.2,15194.8,169.0,9367.77,,160.65,6729.64,0.71838228308338
2186428,2024-01-01,VILMC,"José María Morelos y Pavón, Mich.","La Villita, Mich.",Michoacán de Ocampo,Lázaro Cárdenas,Balsas,18.048333,-102.180278,AP/GH/RI,R. Balsas,Contr,,,3.0,56.73,686.94,51.2,545.93,,49.87,512.01,0.9378674921693251
2186429,2024-01-01,LCRDR,"Lázaro Cárdenas, Dgo.","El Palmito, Dgo.",Durango,Indé,Cuencas Centrales del Norte,25.594167,-105.015833,RI,R. Nazas,Contr,,,3.0,1632.0,4278.541,1622.46,2957.61,,1605.81,1430.808,0.48377169403673903
